front,back,frequency,
뛰어다니다,to run around,,
유교,Confucianism,,
곳곳,"here and there, in several places",,
적어지다,"to decrease, drop",,
한국적,Korean,,
아무렇지도 않다,"to be indifferent, unconcerned;to be safe, all right",,
각국,every country,,
챔피언,champion,,
날아오다,to fly,,
흘러나오다,to flow out,,
담임,home room teacher,,
정치적,political,,
겨울철,winter,,
조각,"piece, slice;sculpture",,
다수,"large number, majority",,
도중에,on the way,,
씨름,wrestling,,
진출하다,"to advance (into), enter",,
엉뚱하다,"to be extraordinary, extravagant, unreasonable",,
신입생,freshman,,
곧바로,"at once, straight",,
맞서다,"to stand opposite someone, stand against, oppose",,
오늘날,"today, present",,
반하다,"to fall in love, be charmed, lose one's heart;to be against",,
달빛,moonlight,,
논의하다,"to discuss, debate",,
모니터,monitor,,
잘살다,"to be rich, live affluently",,
신문지,newspaper,,
소용없다,to be useless,,
사무,office work,,
참기름,sesame oil,,
질,quality,,
소화제,digestive medicine,,
이튿날,the next day,,
내려다보다,"to look down, overlook",,
사용자,"user, consumer",,
뺨,cheek,,
넓히다,"to widen, expand",,
팬티,"panties, briefs",,
흘러가다,"to flow, run",,
일회용,disposable,,
어쩐지,somehow,,
오른발,right foot,,
먹히다,"to be eaten, be swallowed",,
졸업생,graduate,,
섭씨,Celsius,,
사랑스럽다,"to be lovely, adorable",,
오가다,to come and go,,
부작용,side effect,,
콩나물,bean sprouts,,
스님,"monk, priest",,
내려놓다,"to put down, take down",,
미팅,blind date,,
다급하다,to be urgent,5195,
빛깔,"color, tint",5196,
업히다,to be carried on someone's back,5197,
골인하다,to score a goal;to reach the finish line,5198,
난동,disturbance;abnormally warm winter,5199,
검거하다,"to catch, arrest, round up",5200,
쿠폰,coupon,5201,
제외하다,"to exclude, leave out",5202,
모함,"set-up, slander, false accusations",5203,
연,year;kite;lotus,5204,
팀장,team leader,5205,
행방,one's whereabouts,5206,
승패,victory and/or defeat,5207,
수포,bubble;blister,5208,
실험하다,to perform an experiment,5209,
돋보기,"magnifying glass, reading glasses",5210,
오피스텔,studio apartment,5211,
누이,sister,5212,
꼴찌,"the last, the bottom",5213,
숨바꼭질,hide-and-seek,5214,
꿀꺽,gulp,5215,
빼앗기다,"to be taken away, be robbed of;to be fascinated",5216,
완패,"complete defeat, crushing defeat",5217,
귀가하다,"to go home, come home",5218,
즐비하다,"to stand closely together, form a line",5219,
씁쓸하다,"to be bitter, disappointed",5220,
거북하다,to be uncomfortable,5221,
겹치다,to overlap,5222,
대보다,to compare,5223,
현수막,banner,5224,
동화,"fairy tale, children's story;assimilation",,
받침,"support, prop, final consonant",,
왼발,left foot,,
해석하다,to interpret,,
부끄러움,"shyness, bashfulness, shame",,
자라나다,to grow,,
볼일,"business, things to do",,
손뼉,palm,,
밥그릇,rice bowl,,
다녀가다,to drop by,,
거짓,"false, falsehood, fabrication",,
박스,box,,
양념,spices and condiments,,
여름철,summertime,,
등록금,tuition,,
꼭대기,the top,,
독일어,German,,
한동안,"for a while, for quite a while",,
산속,deep in a mountain,,
시부모,parents of one's husband,,
밤중에,in the middle of the night,,
신문사,newspaper company,,
술자리,drinking party,,
하숙비,boarding expenses,,
양배추,cabbage,,
버터,butter,,
무더위,very hot and humid weather,,
부잣집,rich family,,
고춧가루,red-pepper paste,,
앞길,"the road ahead, outlook",,
밤늦다,to be late at night,,
세로,length (vertical),,
택하다,"to choose, select",,
활기,"energy, activity",,
골목길,alley,,
본인,"person in question, oneself",,
테스트,test,,
읽히다,to be read;to make someone read,,
터뜨리다,"to pop, burst, set off",,
웃어른,"senior citizen, elder",,[sound:e012.mp3]
부러워하다,"to envy, be envious",,
마구,"hard, wildly, carelessly",,
시아버지,father-in-law (of a woman),,
가져다주다,"to bring, deliver",,
쇼,show,,
가로,width,,
동기,motive;same joining time;sibling,,
책임감,sense of responsibility,,
소득,"income, profit",,
분노,"rage, fury",,
용도,"use, purpose",,
종이컵,paper cup,,
깨뜨리다,"to break, smash, violate",,
뒷산,the mountain behind,,
술병,liquor bottle,,
개나리,forsythia,,
버튼,button,,
송아지,calf,,
노선,"route, line",,
손잡다,to hold hands,,
제거하다,"to remove, eliminate, get rid of",,
월드컵,World Cup,,
묻히다,"to be buried, concealed;to smear",,
이웃집,house next door,,
책가방,student backpack,,
깜빡,with a flash,,
발등,top of the foot,,
술잔,"wine glass, shot glass",,
막상,in reality,,
별말,"unexpected, absurd, or extraordinary remark",5225,
보람 있다,"to be worthwhile, be fruitful",3412,
포스터,poster,5226,
벚꽃놀이,picnic under the cherry blossoms,5227,
장만하다,"to prepare, purchase, get",5228,
시집,one's husband's home;collection of poems,2100,
항공편,flight,5229,
만석,"full, fully occupied",5230,
동맹,"alliance, partnership",5231,
완료하다,to complete,5232,
대기자,waiting person,5233,
더군다나,"besides, moreover, further",5234,
지지리,"extremely, awfully, terribly",5235,
다물다,to close one's mouth,4760,
뜯다,"to tear, pick, pluck, take away",4504,
돗자리,mat,5236,
진리,truth,5237,
언뜻,"in an instant, in a flash;by chance, by accident",5238,
애칭,"nickname, pet name",5239,
처제,younger sister of one's wife,5240,
효율적,efficient,5241,
최강,the strongest,5242,
전략,"strategy, tactic",5243,
얽히다,"to be tangled, involved",5244,
일화,anecdote,5245,
품절되다,to be out of stock,5246,
주장,"insistence, assertion;captain, leader",5247,
빡빡하다,"to be tight, rigid, inflexible",5248,
아군,"our forces, ally",5249,
날카롭다,"to be sharp, pointed",5250,
지령,"order, instruction, directive",5251,
감탄하다,"to admire, wonder",5252,
모욕하다,to insult,5253,
습기,"moisture, humidity",5254,
소나기,shower,4638,
겉,"the outside, surface",2303,
소질,"aptitude, talent",4235,
사례,"case, instance, example;reward, compensation",3518,
추천서,letter of recommendation,4336,
걸레,"rag, mop;slut",5038,
믿음직하다,"to be reliable, dependable",4436,
널다,to hang,5105,
유학생,foreign student,3208,
추리하다,"to deduce, reason",5101,
정성껏,with one's utmost sincerity or whole heart,5102,
저축하다,"to save up, deposit",3394,
북경,Beijing,4541,
홀수,odd number,5106,
생수,mineral water,5039,
갈매기,seagull,5255,
보따리,bundle,5107,
최상,"the best, the highest",4940,
인원,the number of people,3312,
메뚜기,grasshopper,5113,
지배하다,"to rule, control, dominate",3624,
예리하다,"to be sharp, keen",4737,
인질,hostage,5114,
유쾌하다,"to be cheerful, pleasant",4129,
꿈속,inside a dream,2802,
필기하다,to take notes,3519,
구별하다,"to distinguish, differentiate",3413,
조개,clam,5103,
기색,"look, expression, sign",4027,
연합,"alliance, coalition",3625,
바가지,dipper;rip-off,3827,
식히다,"to cool, make/let something cool",2600,
감동적,"to be moving, touching, impressive",2904,
쫓기다,to be chased,3626,
법정,court of law,5108,
배즙,pear juice,5109,
만점,perfect score,4542,
지리,geography,5110,
이해심,"understanding, empathy",5256,
봐주다,"to let someone off, let something slide, tolerate",4130,
무전기,"walkie-talkie, radio",5257,
내성적,"introverted, reserved",5258,
자신감,confidence,5259,
단원,unit;member,5260,
덤벙거리다,to be careless,5261,
둔감하다,"to be insensitive, obtuse, impervious",5262,
엉성하다,"to be poor, loose",5263,
확률,"probability, chance",5264,
주꾸미,short arm octopus,5265,
진로,"course, direction, path",5266,
설계하다,"to design, map out, plan",5267,
지난번,"last time, the other day",900,
지난날,"days gone by, the past",2803,
휴가철,vacation season,3105,
저런,"such, like that",849,
수료하다,"to complete, finish (a course)",5040,
장구,Korean double-headed drum,5111,
작별,"farewell, parting",5268,
출전하다,"to participate, compete",5269,
경제적,"financial, economic",3005,
담당하다,"to undertake, be in charge",5270,
벗기다,"to take off, undress, peel",3482,
불빛,"light, glow",4759,
동화책,fairy tale book,,
흉내,imitation,,
순식간에,in the blink of an eye,,
실장,"chief, head of department",,
날리다,"to lose, make fly",,
끌리다,"to drag, be drawn (to)",,
몸짓,gesture,,
재활용,recycling,,
그런대로,such as it is,,
재활용품,recyclable materials,,
몰려오다,"to come in flocks, swarm in",,
녹이다,"to melt, dissolve",,
세미나,seminar,,
복사기,copy machine,,
씨앗,seed,,
진동하다,to vibrate,,
비비다,to rub; to mix,,
자극하다,"to stimulate, arouse, excite, irritate",,
시외버스,intercity bus,,
정성,"sincerity, devotion",,
삼키다,to swallow,,
마음씨,"nature, temper",,
내버리다,to throw away,,
조르다,"to pester, nag;to tighten",,
입시,entrance exam,,
네거리,four-way intersection,,
출국하다,to leave the country,,
취업,"employment, work",,
미련,lingering attachment,,
우편물,mail,,
개최하다,to hold,,
집세,rent,,
마음가짐,mental attitude,,
헤매다,"to wander about, walk around",,
끼우다,"to put between, insert",,
설문,question (on a questionnaire),,
간편하다,"to be convenient, easy",,
무지개,rainbow,,
평,"review, comment",,
연령,age,,
비율,"ratio, proportion",,
안정,"stability;calm, rest",,
꾸중,scolding,,
수면제,sleeping pills,,
탑승하다,to board,,
반품하다,to return,,
말다툼,"quarrel, dispute",,
콧노래,humming,,
거래처,"customer, account",,
보수,"pay, wages;repair",,
해소,"solution, relief, settlement",,
여가,"leisure, spare time",,
종종,"sometimes, now and then, often",,
사나이,man,,
실감하다,"to feel, realize",,
효도하다,"to be a good son/daughter, devoted to one's parents",,
염려,"worry, fear",,
내지,from .. to,,
공연장,"concert hall, venue",,
입히다,"to dress someone, cover",,
크림,cream,,
뜰,"yard, garden",,
제자,"student, disciple",,
쓸다,to sweep,,
앞두다,to have something ahead,,
사로잡다,to capture,,
둘레,circumference,,
잔소리하다,"to nag, scold, nitpick",,
산소,"oxygen;grave, tomb",,
발표회,"recital, performance, conference",,
쑥스럽다,"to be shy, bashful, embarrassed",,
고소하다,"to be savory, aromatic;to gloat, show joy",,
알아내다,"to discover, figure out",,
멸치,anchovy,,
연못,pond,,
이자,interest,,
꽃무늬,floral design,,
베풀다,to give (generously),,
리본,ribbon,,
안전띠,safety belt,,
부정적,negative,,
현지,"the actual place, the very spot",,
공통되다,to be common,,
꺾다,"to break off, snap",,
연도,year,,
우물,well,,
요가,yoga,,
오래오래,"for a long time, forever",,
무관하다,"to be unrelated, irrelevant",,
형부,the husband of a girl's elder sister,,
운전자,driver,,
이것저것,this and that,,
지점,"spot, point, place;branch office",,
보석,jewel;bail,,
기부하다,to donate,,
수행하다,"to carry out, do",,
초청장,invitation,,
마음껏,as much as one likes,,
보리,barley,,
약혼자,"fiancé, fiancée",,
귀하다,"to be noble, rare, precious",,
용건,"business, matter of business",,
일교차,daily temperature range,,
우편함,mailbox,,
살찌다,to gain weight,,
찜질하다,to apply a hot pack,,
부위,"part, region",,
매달리다,"to hang, cling to",,
살림,"household, housekeeping",,
향,scent,,
향상되다,to improve,,
정기,"fixed interval, period;spirit, energy",,
엄숙하다,"to be solemn, somber",,
덩어리,"lump, chunk",,
숙박하다,to stay the night,,
승낙하다,"to agree, consent, approve",,
물감,"paint, dye, color",,
보행자,pedestrian,,
한국인,Korean,,
기말시험,final exam,,
늦추다,"to postpone, loosen, ease",,
줄넘기하다,to jump rope,,
볼거리,"spectacle, attraction",,
국회의원,member of national assembly,,
운전기사,driver,,
골프장,golf course,,
필름,film,,
차남,second eldest son,,
사고방식,way of thinking,,
싹,"completely, entirely;bud, sprout",,
다양성,diversity,,
틀,"frame, cast",,
온돌,the Korean floor heating system,,
병아리,chick,,
손실,loss,,
초원,"grassland, meadow",,
나들이,"trip, going out",,
공식적,"official, formal",,
트이다,"to get cleared, become better",,
튀다,"to spatter, bounce",,
큰절,deep bow,,
소속되다,"to belong to, be affiliated",,
강렬하다,"to be strong, intense",,
피시,PC (personal computer),,
가이드,"tour guide, guide book",,
카운터,"register, counter",,
처지다,"to hang, droop, sink, be left behind",,
새싹,"sprout, bud",,
창업하다,"to establish, start, found",,
자영업,"one's own business, self-employment",,
박람회,"exhibition, exposition",,
건기,dry season,,
경쾌하다,"to be cheerful, rhythmical",,
수강,taking a course,,
송금하다,"to remit, send money",,
선불,payment in advance,,
푸짐하다,"to be generous, plentiful",,
납부하다,to pay,,
외동딸,only daughter and only child,,
재충전하다,to recharge,,
계발하다,to develop,,
터놓다,to open (up),,
활력,"energy, vitality",,
때우다,"to fill, patch up;to solder",,
들통이 나다,"to be detected, be revealed",,
매너,manners,,
회상하다,"to recall, recollect",,
흥미진진하다,"to be exciting, absorbing",,
실화,"true story, real life story",,
위축되다,"to be daunted, intimidated",,
좌절하다,"to be frustrated, discouraged",,
위인,"great man;nature, disposition",,
빗나가다,"to turn away, miss",,
흐뭇하다,"to be pleased, satisfied, delighted",,
새까맣다,to be deep black,,
강연하다,give a lecture,,
뭉클하다,to be touching,,
벼락,lightning,,
유망하다,to be promising,,
기저귀,diaper,,
성묘하다,to visit one's ancestral graves,,
양해,"understanding, consent",,
새콤하다,"to be sour, acidic",,
착용하다,to wear,,
출간하다,to publish,,
일과,daily tasks,,
대견하다,to be proud,,
등교하다,to go to school,,
양손,both hands,,
수다스럽다,to be talkative,,
육아,"childcare, care of infants",,
울타리,fence,,
끈끈하다,to be sticky,,
소인,child;postmark,,
발레,ballet,,
불쑥,"unexpectedly, abruptly",,
오만하다,to be arrogant,,
차단하다,"to block, shut off",,
샘물,spring water,,
뒤집히다,"to be turned over, be reversed",,
